,driveName,type,diskCapacity,diskMark,rank,price,driveValue,priceperGB,testDate
7610,WDC WD800GD,HDD,74.5,452,7611,42.26,10.7,0.57,2009
7611,Hitachi HTS547550A9E384,HDD,465.8,451,7612,23.0,19.63,0.05,2011
7613,WDC WD1600BPVT,HDD,149.0,451,7614,40.0,11.28,0.27,2013
7617,Seagate ST980411ASG,HDD,74.5,450,7618,57.0,7.89,0.77,2009
7625,TOSHIBA MK3265GSX,HDD,290.5,448,7626,59.99,7.47,0.21,2010
7626,Seagate ST3320820SCE,HDD,298.1,448,7627,24.95,17.96,0.08,2009
7628,Seagate ST9320423ASG,HDD,120.9,448,7629,51.0,8.78,0.42,2009
7632,WDC WD2500BEVT,HDD,232.9,448,7633,87.89,5.09,0.38,2010
7633,Seagate ST3160212SCE,HDD,149.0,447,7634,42.0,10.64,0.28,2009
7643,TOSHIBA MK2576GSX,HDD,111.7,444,7644,139.95,3.17,1.25,2011
7646,Hitachi HTS545025B9A300,HDD,232.9,444,7647,52.43,8.46,0.23,2009
7648,WDC WD2500BJKT,HDD,232.9,442,7649,79.95,5.53,0.34,2009
7651,Seagate ST3300620AS,HDD,279.5,441,7652,52.0,8.48,0.19,2008
7653,Seagate ST3250820NS,HDD,232.9,441,7654,23.95,18.41,0.1,2009
7657,WDC WD740GD,HDD,69.2,439,7658,128.0,3.43,1.85,2008
7668,Hitachi HTS545032A7E380,HDD,298.1,435,7669,99.99,4.35,0.34,2011
7670,WDC WD7500KPVT,HDD,698.6,435,7671,75.88,5.73,0.11,2010
7672,WDC WD3200BEVT,HDD,298.1,435,7673,39.89,10.9,0.13,2010
7674,TOSHIBA MK5076GSX,HDD,465.8,435,7675,45.0,9.66,0.1,2011
7675,Seagate ST3160812AS,HDD,149.0,434,7676,21.83,19.9,0.15,2009
7676,TOSHIBA MK5065GSXF,HDD,465.8,434,7677,34.0,12.77,0.07,2011
7680,Hitachi HCS5C1032CLA382,HDD,298.1,433,7681,26.0,16.65,0.09,2014
7683,TOSHIBA MK2576GSX,HDD,232.9,432,7684,40.0,10.81,0.17,2012
7686,WDC WD3200AAJB,HDD,298.1,432,7687,126.5,3.42,0.42,2009
7690,WDC WD2500AAJB,HDD,232.9,430,7691,34.0,12.65,0.15,2012
7698,TOSHIBA MK6465GSX,HDD,596.2,428,7699,46.99,9.1,0.08,2010
7707,WDC WD2500JB,HDD,232.9,427,7708,35.0,12.2,0.15,2009
7710,Seagate ST9160411AS,HDD,139.0,426,7711,58.99,7.22,0.42,2009
7713,WDC WD5000YS,HDD,465.8,425,7714,50.0,8.5,0.11,2008
7719,Seagate ST3400620AS,HDD,372.6,424,7720,76.0,5.58,0.2,2009
7720,Seagate ST3160215SCE,HDD,149.0,424,7721,79.0,5.37,0.53,2009
7721,SAMSUNG HM500JI,HDD,465.8,424,7722,49.99,8.48,0.11,2009
7726,Seagate ST3320620AS,HDD,298.1,423,7727,36.59,11.55,0.12,2008
7730,WDC WD1600AAJB,HDD,149.0,422,7731,34.99,12.06,0.23,2009
7732,Seagate ST3160815AS,HDD,149.0,422,7733,26.2,16.1,0.18,2008
7733,Seagate ST9500325AS,HDD,465.8,421,7734,36.89,11.42,0.08,2009
7738,WDC WD3200AVVS,HDD,48.8,420,7739,36.39,11.54,0.75,2009
7741,TOSHIBA MK3264GSY,HDD,290.6,419,7742,99.0,4.23,0.34,2010
7742,WDC WD5000AAKB,HDD,465.8,419,7743,95.0,4.41,0.2,2008
7755,WDC WD3200YS,HDD,298.1,416,7756,99.0,4.2,0.33,2009
7758,Seagate ST9250315ASG,HDD,232.9,416,7759,57.0,7.3,0.24,2009
7763,WDC WD1000FYPS,HDD,146.5,415,7764,89.0,4.66,0.61,2009
7769,TOSHIBA MK5065GSX,HDD,465.8,414,7770,52.49,7.89,0.11,2010
7770,WDC WD1600AVJB,HDD,49.8,414,7771,35.0,11.83,0.7,2009
7774,Seagate ST3750840AS,HDD,698.6,413,7775,113.0,3.65,0.16,2009
7776,Seagate ST3160215AS,HDD,149.0,413,7777,99.0,4.17,0.66,2008
7786,Maxtor 6H500F0,HDD,465.8,411,7787,95.4,4.31,0.2,2009
7787,WDC WD5000KS,HDD,465.8,411,7788,44.0,9.34,0.09,2009
7789,Hitachi HTS543216A7A384,HDD,149.0,411,7790,35.0,11.74,0.23,2013
7792,Seagate ST9160310AS,HDD,149.0,410,7793,70.99,5.78,0.48,2009
7794,Seagate ST380215AS,HDD,37.1,410,7795,66.69,6.15,1.8,2009
7795,Hitachi HDP725050GLAT80,HDD,270.4,410,7796,134.99,3.04,0.5,2009
7798,WDC WD2500SB,HDD,232.9,409,7799,88.0,4.65,0.38,2013
7804,TOSHIBA MK1656GSY,HDD,142.5,408,7805,155.89,2.62,1.09,2010
7809,WDC WD3200SD,HDD,298.1,406,7810,125.0,3.25,0.42,2009
7812,TOSHIBA MK2565GSX,HDD,232.8,406,7813,62.0,6.55,0.27,2010
7813,Seagate ST9320320AS,HDD,298.1,406,7814,114.0,3.56,0.38,2008
7818,Hitachi HDS721680PLA380,HDD,74.5,404,7819,45.99,8.79,0.62,2008
7822,WDC WD2500AAJB,HDD,128.0,403,7823,70.0,5.76,0.55,2009
7823,Seagate ST3250823AS,HDD,232.9,403,7824,34.25,11.77,0.15,2008
7827,Seagate ST9160412ASG,HDD,149.0,403,7828,64.99,6.2,0.44,2009
7838,WDC WD1600JS,HDD,149.0,401,7839,67.01,5.98,0.45,2008
7839,TOSHIBA MK2555GSX,HDD,232.9,401,7840,43.95,9.12,0.19,2009
7841,Hitachi HDT725032VLA380,HDD,298.1,400,7842,45.0,8.89,0.15,2009
7844,Hitachi HDS721016CLA382,HDD,97.7,399,7845,219.23,1.82,2.24,2010
7849,WDC WD4000KD,HDD,372.6,399,7850,99.0,4.03,0.27,2009
7850,WDC WD2500JS,HDD,232.9,399,7851,25.98,15.34,0.11,2009
7856,SAMSUNG HD160JJ,HDD,149.0,397,7857,45.0,8.81,0.3,2008
7857,Seagate ST380815AS,HDD,74.5,397,7858,32.99,12.02,0.44,2008
7862,WDC WD2500KS,HDD,232.9,394,7863,78.0,5.05,0.33,2009
7863,Seagate ST3160215ACE,HDD,149.0,394,7864,55.12,7.15,0.37,2009
7869,WDC WD1600YS,HDD,153.4,393,7870,73.76,5.33,0.48,2009
7872,Seagate ST3200820A,HDD,29.3,392,7873,110.0,3.56,3.75,2009
7875,Seagate ST3160211AS,HDD,149.0,392,7876,78.0,5.03,0.52,2009
7885,Seagate ST9250315AS,HDD,232.9,391,7886,27.99,13.96,0.12,2009
7886,Seagate ST3250623A,HDD,232.9,390,7887,113.99,3.42,0.49,2009
7889,WDC WD2500BPVT,HDD,232.9,390,7890,29.95,13.01,0.13,2010
7894,Maxtor 6L300S0,HDD,139.7,389,7895,52.0,7.48,0.37,2009
7902,Seagate ST3500630A,HDD,77.5,388,7903,56.9,6.82,0.73,2009
7906,WDC WD2500YS,HDD,233.8,387,7907,195.0,1.98,0.83,2009
7909,Hitachi HDT725025VLA380,HDD,232.9,387,7910,132.0,2.93,0.57,2008
7910,SAMSUNG HM320JI,HDD,290.2,386,7911,39.99,9.66,0.14,2008
7917,Seagate ST3500830A,HDD,465.8,386,7918,208.0,1.86,0.45,2008
7922,Seagate ST380811AS,HDD,74.5,384,7923,36.83,10.43,0.49,2008
7929,Seagate ST9250827AS,HDD,15.0,382,7930,68.0,5.62,4.53,2009
7934,WDC WD5000AAJB,HDD,459.6,382,7935,115.95,3.29,0.25,2009
7935,Seagate ST3320820A,HDD,298.1,382,7936,72.88,5.24,0.24,2012
7936,Seagate ST3160212ACE,HDD,149.0,382,7937,58.0,6.59,0.39,2009
7937,Seagate ST3250624AS,HDD,232.9,382,7938,99.0,3.86,0.43,2009
7938,Seagate ST9320325AS,HDD,298.1,382,7939,45.0,8.48,0.15,2009
7944,SAMSUNG HD400LD,HDD,58.6,380,7945,147.0,2.59,2.51,2009
7953,Seagate ST3802110AS,HDD,74.5,379,7954,63.0,6.02,0.85,2009
7961,Seagate ST3200827AS,HDD,186.3,378,7962,128.0,2.95,0.69,2008
7964,WDC WD800BEVT,HDD,74.5,378,7965,108.99,3.47,1.46,2009
7975,TOSHIBA MK1251GSY,HDD,111.8,376,7976,49.0,7.67,0.44,2014
7977,Seagate ST3160815A,HDD,149.0,376,7978,73.0,5.15,0.49,2009
7980,SAMSUNG HM160HI,HDD,149.0,375,7981,12.59,29.81,0.08,2009
7991,Seagate ST3250823A,HDD,48.8,373,7992,49.31,7.56,1.01,2008
7994,Seagate ST3750640A,HDD,698.6,373,7995,162.89,2.29,0.23,2009
7998,WDC WD2500YD,HDD,233.8,372,7999,54.99,6.76,0.24,2008
8000,Seagate ST3300831AS,HDD,279.5,372,8001,130.0,2.86,0.47,2008
8002,Maxtor 6B200M0,HDD,48.8,371,8003,39.95,9.29,0.82,2009
8005,Maxtor 6B300S0,HDD,279.5,371,8006,106.0,3.5,0.38,2009
8006,WDC WD2500AVJB,HDD,232.9,371,8007,107.0,3.47,0.46,2013
8008,Seagate ST3300831SCE,HDD,279.5,370,8009,76.89,4.81,0.28,2012
8009,Seagate ST3160212A,HDD,149.0,370,8010,99.0,3.74,0.66,2009
8012,WDC WD1600BEVT,HDD,149.0,370,8013,28.0,13.21,0.19,2009
8013,TOSHIBA MK3263GSX,HDD,298.1,369,8014,20.99,17.6,0.07,2009
8017,Seagate ST9500325ASG,HDD,465.7,369,8018,129.0,2.86,0.28,2010
8018,WDC WD1600YD,HDD,153.4,369,8019,64.59,5.71,0.42,2009
8027,Seagate ST3400633AS,HDD,372.6,367,8028,59.73,6.14,0.16,2009
8034,Hitachi HTS543225A7A384,HDD,232.9,364,8035,29.0,12.56,0.12,2010
8035,TOSHIBA MK3252GSX,HDD,298.1,364,8036,34.99,10.4,0.12,2008
8036,Seagate ST380819AS,HDD,69.8,364,8037,79.0,4.61,1.13,2009
8041,Hitachi HDS725050KLA360,HDD,465.8,364,8042,39.99,9.1,0.09,2012
8044,Hitachi HDT722516DLA380,HDD,78.1,363,8045,55.0,6.6,0.7,2008
8053,Maxtor 7L250S0,HDD,224.6,362,8054,65.0,5.57,0.29,2009
8055,Seagate ST3320820A,HDD,200.4,362,8056,73.0,4.96,0.36,2009
8059,WDC WD2500BEVS,HDD,232.9,361,8060,103.49,3.48,0.44,2009
8068,TOSHIBA MK2552GSX,HDD,232.9,359,8069,29.9,12.0,0.13,2008
8079,WDC WD3200BEVE,HDD,48.8,356,8080,90.0,3.96,1.84,2009
8081,Seagate ST9120817AS,HDD,109.7,355,8082,78.99,4.49,0.72,2009
8085,Seagate ST3400833AS,HDD,30.0,355,8086,111.0,3.2,3.7,2009
8088,TOSHIBA MK1652GSX,HDD,149.0,355,8089,45.78,7.75,0.31,2012
8092,KingSpec KSD-ZF18.6-064MS,SSD,59.0,354,8093,51.42,6.88,0.87,2013
8097,WDC WD2500JD,HDD,232.9,353,8098,184.0,1.92,0.79,2009
8108,Seagate ST980313AS,HDD,74.5,352,8109,51.89,6.78,0.7,2009
8115,SAMSUNG SP1614C,HDD,149.0,351,8116,49.0,7.16,0.33,2009
8116,Seagate ST3400832AS,HDD,372.6,350,8117,59.0,5.94,0.16,2009
8125,Seagate ST380013AS,HDD,74.5,348,8126,38.95,8.94,0.52,2008
8128,Seagate ST3500641AS,HDD,465.8,348,8129,181.0,1.92,0.39,2009
8132,SAMSUNG HD080HJ,HDD,74.5,348,8133,29.95,11.62,0.4,2008
8133,Maxtor 6L250R0,HDD,233.8,348,8134,23.49,14.81,0.1,2008
8134,Maxtor 7Y250M0,HDD,233.8,348,8135,129.0,2.7,0.55,2008
8136,Seagate ST3160827AS,HDD,149.0,347,8137,69.75,4.97,0.47,2008
8142,WDC WD2500BB,HDD,232.9,346,8143,30.71,11.27,0.13,2009
8144,Seagate ST3250824A,HDD,232.9,346,8145,63.0,5.49,0.27,2012
8146,Seagate ST3200822A,HDD,186.3,346,8147,99.0,3.49,0.53,2008
8151,WDC WD800JD,HDD,74.5,345,8152,162.5,2.12,2.18,2009
8166,Hitachi HTS545016B9A300,HDD,149.0,342,8167,52.0,6.57,0.35,2009
8169,Hitachi HTS545016B9SA00,HDD,149.0,341,8170,79.95,4.27,0.54,2010
8178,Seagate ST3400832A,HDD,146.3,340,8179,15.46,21.99,0.11,2009
8180,Hitachi HTS543232L9SA00,HDD,298.1,340,8181,83.0,4.1,0.28,2009
8181,WDC WD3200BEVE,HDD,298.1,340,8182,74.99,4.53,0.25,2012
8185,TOSHIBA MK1633GSG,HDD,149.0,339,8186,78.79,4.3,0.53,2010
8188,Hitachi HTS542525K9SA00,HDD,232.9,338,8189,86.06,3.93,0.37,2008
8193,WDC WD1600BEVS,HDD,149.0,338,8194,83.95,4.02,0.56,2009
8196,Seagate ST380817AS,HDD,74.5,336,8197,36.54,9.2,0.49,2009
8199,TOSHIBA MK1652GSX,HDD,141.2,336,8200,19.59,17.15,0.14,2009
8200,WDC WD1600BB,HDD,149.0,336,8201,22.99,14.62,0.15,2009
8204,Seagate ST3120213AS,HDD,111.8,335,8205,71.0,4.72,0.64,2009
8208,Seagate ST3160215A,HDD,149.0,334,8209,90.0,3.71,0.6,2009
8210,TOSHIBA MK3255GSX,HDD,298.1,334,8211,49.89,6.69,0.17,2009
8212,WDC WD1200BEVT,HDD,111.8,333,8213,50.99,6.53,0.46,2009
8214,WDC WD2500BEVE,HDD,232.9,333,8215,78.31,4.25,0.34,2009
8219,TOSHIBA MK4058GSX,HDD,131.6,333,8220,38.99,8.54,0.3,2009
8222,Hitachi HDS722580VLSA80,HDD,76.7,332,8223,45.0,7.38,0.59,2009
8224,Seagate ST3250824A,HDD,39.1,332,8225,75.0,4.43,1.92,2009
8237,Hitachi HTS543216L9A300,HDD,103.9,331,8238,18.99,17.43,0.18,2009
8238,WDC WD800JB,HDD,74.5,330,8239,99.39,3.32,1.33,2009
8249,Seagate ST980813ASG,HDD,74.5,328,8250,58.0,5.66,0.78,2009
8250,Hitachi HTS722012K9A300,HDD,111.7,328,8251,78.89,4.16,0.71,2009
8257,Seagate ST980813AS,HDD,74.5,326,8258,92.0,3.54,1.23,2009
8259,Seagate ST9160823AS,HDD,149.0,326,8260,75.5,4.32,0.51,2008
8264,Seagate ST9200827AS,HDD,176.7,325,8265,39.99,8.13,0.23,2009
8266,TOSHIBA MK1655GSX,HDD,149.0,325,8267,25.89,12.55,0.17,2009
8270,Hitachi HTS543232L9A300,HDD,298.1,325,8271,44.88,7.24,0.15,2009
8271,Hitachi HDS722525VLAT80,HDD,232.9,324,8272,116.0,2.79,0.5,2009
8273,SAMSUNG SP0802N,HDD,74.6,324,8274,99.0,3.27,1.33,2009
8274,Maxtor 6L080P0,HDD,76.3,324,8275,162.5,1.99,2.13,2009
8276,Seagate ST3160023A,HDD,149.0,324,8277,69.99,4.63,0.47,2008
8280,Seagate ST9160314AS,HDD,149.0,323,8281,149.95,2.15,1.01,2009
8295,WDC WD1200BEVS,HDD,111.8,320,8296,129.89,2.46,1.16,2009
8300,Maxtor 6Y120L0,HDD,114.5,318,8301,43.95,7.24,0.38,2008
8306,Maxtor 6E040L0,HDD,6.8,317,8307,39.5,8.03,5.81,2008
8315,Seagate ST380215A,HDD,10.4,314,8316,69.95,4.49,6.73,2009
8321,WDC WD800BB,HDD,74.5,312,8322,89.95,3.47,1.21,2009
8331,WDC WD1200JB,HDD,111.8,311,8332,199.99,1.56,1.79,2009
8332,FUJITSU MHZ2250BH,HDD,232.9,310,8333,169.95,1.83,0.73,2008
8335,Hitachi HDS725050KLA360,HDD,244.1,309,8336,65.0,4.75,0.27,2009
8340,FUJITSU MHZ2120BH,HDD,111.8,308,8341,84.95,3.63,0.76,2009
8362,SAMSUNG SP0411N,HDD,37.3,303,8363,55.0,5.51,1.47,2008
8373,TOSHIBA MK1246GSX,HDD,9.8,301,8374,25.0,12.04,2.55,2009
8378,SAMSUNG HD300LD,HDD,279.5,299,8379,160.0,1.87,0.57,2009
8381,Seagate ST3120025ACE,HDD,78.1,298,8382,187.0,1.59,2.39,2009
8388,TOSHIBA MK2533GSG,HDD,232.8,296,8389,39.88,7.42,0.17,2010
8390,Seagate ST3120026AS,HDD,14.1,295,8391,157.99,1.87,11.2,2008
8393,Seagate ST340014AS,HDD,7.8,295,8394,100.99,2.92,12.95,2009
8396,Maxtor 4R160L0,HDD,152.7,294,8397,39.0,7.54,0.26,2009
8398,SAMSUNG HM160HC,HDD,24.4,293,8399,162.0,1.81,6.64,2008
8400,Seagate ST3120026A,HDD,9.5,293,8401,110.99,2.64,11.68,2008
8404,WDC WD800BEVS,HDD,74.5,293,8405,77.39,3.78,1.04,2009
8405,Hitachi HDS728080PLAT20,HDD,76.7,293,8406,64.95,4.51,0.85,2009
8407,TOSHIBA MK2529GSG,HDD,227.3,291,8408,327.0,0.89,1.44,2009
8410,SAMSUNG HM251JI,HDD,135.2,289,8411,157.95,1.83,1.17,2009
8411,Seagate ST340014A,HDD,37.3,288,8412,35.96,8.01,0.96,2008
8418,Maxtor 4R120L0,HDD,113.0,286,8419,16.99,16.83,0.15,2009
8420,TOSHIBA MK8046GSX,HDD,74.5,285,8421,20.0,14.25,0.27,2009
8422,TOSHIBA MK1233GSG,HDD,111.8,285,8423,155.95,1.83,1.39,2013
8423,WDC WD400JB,HDD,37.3,284,8424,35.0,8.11,0.94,2009
8426,Hitachi HDS722512VLAT20,HDD,19.5,284,8427,35.5,8.0,1.82,2009
8427,SAMSUNG SV1203N,HDD,111.8,283,8428,24.95,11.34,0.22,2009
8432,Maxtor 4R080L0,HDD,76.3,281,8433,21.5,13.07,0.28,2009
8433,WDC WD1200BEVE,HDD,111.8,281,8434,101.99,2.76,0.91,2009
8443,TOSHIBA MK1646GSX,HDD,149.0,275,8444,28.0,9.82,0.19,2009
8452,Seagate ST380011A,HDD,74.5,271,8453,64.0,4.24,0.86,2008
8453,WDC WD800BEVE,HDD,74.3,271,8454,69.99,3.87,0.94,2009
8460,Seagate ST980811AS,HDD,74.5,268,8461,29.95,8.96,0.4,2008
8462,Seagate ST3120025ACE,HDD,111.8,268,8463,65.0,4.12,0.58,2012
8470,Seagate ST9120822A,HDD,111.8,266,8471,71.0,3.75,0.64,2009
8472,Seagate ST380012ACE,HDD,74.5,265,8473,57.95,4.57,0.78,2013
8478,Seagate ST380012A,HDD,37.1,263,8479,87.0,3.02,2.35,2009
8479,Hitachi HTS542516K9SA00,HDD,149.0,263,8480,50.0,5.26,0.34,2009
8483,TOSHIBA MK8037GSX,HDD,74.5,260,8484,39.0,6.67,0.52,2009
8503,TOSHIBA MK1229GSG,HDD,110.8,252,8504,29.99,8.4,0.27,2009
8508,Seagate ST9160821A,HDD,144.1,251,8509,29.95,8.38,0.21,2009
8510,TOSHIBA MK1637GSX,HDD,149.0,251,8511,43.1,5.82,0.29,2008
8511,Seagate ST9160821AS,HDD,149.0,251,8512,36.57,6.86,0.25,2009
8517,WDC WD200BB,HDD,18.6,248,8518,49.0,5.06,2.63,2009
8519,Seagate ST380012A,HDD,74.5,247,8520,76.0,3.25,1.02,2013
8524,Seagate ST3120023A,HDD,0.5726,246,8525,78.0,3.15,136.22,2009
8526,Seagate ST380012ACE,HDD,15.0,245,8527,57.95,4.23,3.86,2009
8527,Seagate ST9120821A,HDD,111.8,245,8528,54.99,4.46,0.49,2009
8529,Seagate ST980815A,HDD,74.5,243,8530,79.88,3.04,1.07,2009
8532,Hitachi HDS722540VLAT20,HDD,38.3,242,8533,117.0,2.07,3.05,2013
8534,TOSHIBA MK1237GSX,HDD,102.1,242,8535,34.9,6.93,0.34,2009
8539,Seagate ST9120822AS,HDD,111.8,241,8540,92.0,2.62,0.82,2008
8547,Seagate ST96812AS,HDD,55.9,239,8548,55.0,4.35,0.98,2009
8553,TOSHIBA MK2035GSS,HDD,186.3,236,8554,50.0,4.73,0.27,2009
8557,WDC WD1600BEVE,HDD,39.1,235,8558,159.99,1.47,4.09,2009
8568,Seagate ST380023A,HDD,18.8,232,8569,79.0,2.94,4.2,2009
8570,FUJITSU MHW2160BH,HDD,136.4,231,8571,151.2,1.53,1.11,2008
8575,SAMSUNG SP0822N,HDD,16.6,229,8576,92.0,2.49,5.54,2008
8582,Seagate ST360012A,HDD,29.5,227,8583,15.99,14.2,0.54,2009
8614,TOSHIBA MK8026GAX,HDD,74.5,218,8615,35.0,6.23,0.47,2013
8632,TOSHIBA MK1235GSL,HDD,111.4,214,8633,48.62,4.4,0.44,2009
8654,Samsung MCBQE64GBMPP,SSD,59.6,209,8655,36.66,5.7,0.62,2012
8658,Hitachi HTS541612J9SA00,HDD,111.8,208,8659,69.99,2.97,0.63,2008
8659,TOSHIBA MK6034GSX,HDD,55.9,207,8660,25.0,8.28,0.45,2009
8675,TOSHIBA MK8034GSX,HDD,58.6,203,8676,28.5,7.12,0.49,2008
8681,SAMSUNG SV8004H,HDD,74.6,200,8682,42.95,4.66,0.58,2009
8690,TOSHIBA MK8026GAX,HDD,9.8,199,8691,39.0,5.1,3.98,2009
8691,Seagate ST320011A,HDD,18.6,199,8692,27.98,7.11,1.5,2009
8696,TOSHIBA MK4026GAX,HDD,37.3,197,8697,20.95,9.4,0.56,2009
8698,TOSHIBA MK6032GSX,HDD,55.9,196,8699,26.35,7.44,0.47,2013
8719,TOSHIBA MK6026GAX,HDD,55.9,193,8720,40.0,4.83,0.72,2013
8722,HITACHI HTS541660J9SA00,HDD,49.9,193,8723,49.99,3.86,1.0,2009
8735,TOSHIBA MK6028GAL,HDD,55.9,190,8736,39.0,4.87,0.7,2009
8736,SAMSUNG SV0602H,HDD,55.9,190,8737,77.0,2.47,1.38,2013
8738,TOSHIBA MK1032GAX,HDD,93.2,190,8739,76.89,2.47,0.83,2009
8740,Hitachi HTS548040M9AT00,HDD,34.5,189,8741,40.99,4.61,1.19,2009
8753,TOSHIBA MK4034GSX,HDD,37.3,187,8754,30.35,6.16,0.81,2009
8760,TOSHIBA MK8032GSX,HDD,74.5,185,8761,45.0,4.11,0.6,2009
8769,SAMSUNG SV0602H,HDD,9.3,183,8770,62.0,2.95,6.67,2008
8770,SAMSUNG MP0402H,HDD,37.3,183,8771,20.62,8.87,0.55,2009
8774,TOSHIBA MK4032GAX,HDD,37.3,182,8775,42.99,4.23,1.15,2009
8776,SAMSUNG HS122JC,HDD,111.8,181,8777,78.29,2.31,0.7,2009
8782,Seagate ST320413A,HDD,18.6,179,8783,27.97,6.4,1.5,2009
8790,SAMSUNG HS06THB,HDD,55.9,176,8791,54.99,3.2,0.98,2009
8793,WDC WD800VE,HDD,71.5,175,8794,179.95,0.97,2.52,2009
8801,TOSHIBA MK6026GAX,HDD,53.0,174,8802,40.0,4.35,0.75,2009
8806,Seagate ST960812A,HDD,55.9,171,8807,193.0,0.89,3.45,2009
8823,TOSHIBA MK1214GAH,HDD,103.7,167,8824,155.0,1.08,1.49,2009
8827,Hitachi DK23FA-80,HDD,69.5,165,8828,8.79,18.77,0.13,2009
8831,Seagate ST340810A,HDD,37.3,161,8832,129.95,1.24,3.48,2008
8832,Seagate ST320014A,HDD,18.6,161,8833,27.59,5.84,1.48,2012
8834,TOSHIBA MK4025GAS,HDD,37.3,159,8835,29.4,5.41,0.79,2008
8851,Hitachi DK23EA-60,HDD,55.9,153,8852,31.95,4.79,0.57,2009
8858,TOSHIBA MK6025GAS,HDD,55.9,149,8859,32.95,4.52,0.59,2009
8863,TOSHIBA MK1011GAH,HDD,83.2,147,8864,78.0,1.88,0.94,2008
8864,Hitachi HTC426060G9AT00,HDD,55.9,147,8865,59.99,2.45,1.07,2009
8865,TOSHIBA MK1011GAH,HDD,93.2,147,8866,99.0,1.48,1.06,2013
8866,TOSHIBA MK8025GAS,HDD,69.5,147,8867,25.57,5.75,0.37,2009
8868,FUJITSU MHV2080AT,HDD,27.9,145,8869,69.0,2.1,2.47,2009
8882,TOSHIBA MK2018GAP,HDD,18.6,132,8883,69.0,1.91,3.71,2009
8890,TOSHIBA MK8007GAH,HDD,71.1,130,8891,38.0,3.42,0.53,2009
8891,TOSHIBA MK8009GAH,HDD,74.5,130,8892,37.0,3.51,0.5,2009
8894,TOSHIBA MK6008GAH,HDD,29.3,129,8895,124.0,1.04,4.23,2009
8902,QUANTUM FIREBALLlct20 40,HDD,12.8,124,8903,69.95,1.77,5.46,2009
8909,WDC WD200EB,HDD,9.8,120,8910,63.96,1.88,6.53,2009
8912,Hitachi HTC426040G9AT00,HDD,37.3,116,8913,16.0,7.25,0.43,2009
8916,TOSHIBA MK6006GAH,HDD,41.2,112,8917,23.99,4.67,0.58,2009
8924,TOSHIBA MK3008GAL,HDD,27.9,94,8925,68.06,1.38,2.44,2013
